Subject,Course Number,Course Name
VCM,VCM640,Advanced Orthopedic Surgery
GLBL,GLBL280,Nuclear Weapons & Arms Control
REL,REL435,Revivalism and Evangelicalism
MDIA,MDIA299,Media Study Abroad
ME,ME503,Design of IC Engines
MACS,MACS317,Media History
EOL,EOL440,Professional Issues for Teachers
CEE,CEE424,Sustainable Const Methods
PATH,PATH545,Vet Diagnostic Path 1
CI,CI404,Teaching and Assessing Secondary School Students
CHBE,CHBE461,Functional Materials Assembly
ESE,ESE465,Transportation &Sustainability
REL,REL203,History of the Bible
SOC,SOC162,Intro to Intl Health Policy
LING,LING402,Tools & Tech Spch & Lang Proc
CMN,CMN432,Gender Communication
ACE,ACE510,Adv Natural Resource Economics
INFO,INFO345,Digital & Gender Cultures
AE,AE523,Nanoscale Contact Mechanics
ME,ME360,Signal Processing
FIN,FIN447,Real Estate Development
CZCH,CZCH199,Undergraduate Open Seminar
PHIL,PHIL199,Undergraduate Open Seminar
MUSC,MUSC421,Oboe
IB,IB592,Career and Skill Development in Integrative Biology
MATH,MATH506,Group Representation Theory
ADV,ADV370,Sales and the Consumer
PS,PS281,Intro to Intl Relations-ACP
MATH,MATH492,Undergraduate Research in Math
CHEM,CHEM202,Accelerated Chemistry I
AAS,AAS490,Adv Topics in Asian Am Studies
CWL,CWL317,Francophone Worlds
ACCY,ACCY415,Auditing Stds and Practice
AAS,AAS589,Readings in Asian Am Studies
ARTS,ARTS350,Intermediate Studio I
THEA,THEA495,Capstone Project
REL,REL485,"Karma of Words: Buddhism, Language and the Literary Arts of Japan"
CI,CI421,Prin & Prac in Early Childhood
STAT,STAT424,Analysis of Variance
HUM,HUM492,Senior Thesis
THEA,THEA432,Lighting for Non-Theatrical Spaces and Styles
HT,HT501,Understanding Users of Health Technology
PS,PS201,US Racial & Ethnic Politics
EPS,EPS391,Thesis
SLCL,SLCL520,SLCL Practice
RMLG,RMLG559,Sem Romance Ling
AAS,AAS290,Individual Study
ACCY,ACCY499,Senior Research
HIST,HIST591,History and Social Theory
ARCH,ARCH563,Soc/Beh Research Designed Env
CWL,CWL400,African Diasporic Lit Americas
ME,ME446,Robot Dynamics and Control
SCAN,SCAN110,Intensive Intermediate Scan
ARCH,ARCH475,Arch Design & Development
PSYC,PSYC542,Interdisciplinary Approaches to Neuroscience I
SOC,SOC367,Globalization Dynamics Debates
ITAL,ITAL505,Teaching College and Secondary Foreign Language
SPED,SPED565,Atypical Development: B to 6
GWS,GWS355,Beauty and Culture
SBC,SBC505,Consumer Insights II
FSHN,FSHN220,Principles of Nutrition
FIN,FIN494,Senior Research
MSE,MSE455,Macromolecular Solids
SPED,SPED520,Psycho-Social Aspects
NRES,NRES507,Capstone Group Research Project
MDIA,MDIA572,Proseminar II
FIN,FIN564,Applied Financial Analysis
ARCH,ARCH452,Theory of Reinforced Concrete
NPRE,NPRE451,NPRE Laboratory
AFRO,AFRO342,Black Men and Masculinities
AE,AE528,Nonlinear Continuous Media
EOL,EOL549,Organizational Theory for Educational Leaders
EPOL,EPOL421,Education for Global Environmental Sustainability
EPSY,EPSY431,Cognitive Dev in Educ Context
FSHN,FSHN517,Fermented &Distilled Beverages
BADM,BADM588,Business Practice Immersion
FR,FR530,Introduction to Research and Text Criticism
CMN,CMN327,Communication and Public Opinion
CEE,CEE465,Design of Structural Systems
ESL,ESL512,Introduction to Academic Writing
PHIL,PHIL590,Directed Research
CI,CI577,Clinical Practicum in Reading
MUS,MUS240,Orientation to Music Teaching and Learning K-HS
RHET,RHET233,Adv Rhetoric & Composition
ARCH,ARCH374,Arch Design and the City
AFRO,AFRO220,Intro to Research Methods AfAm
LER,LER541,Labor Economics II
ATMS,ATMS535,Aerosol Sampling and Analysis
HIST,HIST220,Traditional China
MUS,MUS202,Music Theory and Practice IV
SHS,SHS385,Interpreting Clinical Research in Speech & Hearing Science
CI,CI436,Technology and Mathematics Education
MUSC,MUSC454,Brass Ensemble
ENGL,ENGL373,Special Topics in Film Studies
GER,GER576,Open Seminar in German Studies
KIN,KIN387,Exper in the Agency Setting
EPSY,EPSY556,Analysis of Educational Technologies
MUS,MUS518,Regional Studies in Musicology
IE,IE413,Simulation
IB,IB420,Plant Physiology
MUSC,MUSC131,Jazz Voice
ENGL,ENGL204,Renaissance Literature and Culture
MILS,MILS314,Leadership Laboratory
IS,IS592,Independent Study
JS,JS290,Jewish Cultures of the World
HIST,HIST111,History of Africa to 1800
GWS,GWS403,Women in Muslim Societies
ARTE,ARTE502,Curriculum Development in Art
KOR,KOR241,Korean Reading and Writing III
VCM,VCM564,Introduction to Livestock Business Strategy
ECE,ECE571,EM Waves in Inhomogen Media
WLOF,WLOF406,Advanced Wolof II
PSYC,PSYC447,Psych of Sport Performance
CPSC,CPSC462,Plant Molecular Biology
MUS,MUS520,Social Theory in Ethnomusicology
MSE,MSE584,Point and Line Defects
REL,REL269,Jewish History Since 1700
CI,CI521,Current Problems and Trends in Early Childhood Education
MUS,MUS482,Organ
EDUC,EDUC199,Undergraduate Open Seminar
NRES,NRES422,Earth Systems Modeling
PHYS,PHYS581,Quantum Mechanics II
CWL,CWL220,Origins of Western Literature
ASTR,ASTR406,Galaxies and the Universe
ARTS,ARTS591,Graduate Studio
MATH,MATH495,Models in Mathematical Biology
SOC,SOC221,Latina/o Migration
IS,IS523,Information Sources and Services in the Social Sciences
MUS,MUS547,Orchestral Literature II
ATMS,ATMS521,Advanced Atmospheric Dynamics
MUSC,MUSC427,Trombone
MUSC,MUSC136,Jazz Bass
IB,IB502,Biological Networks
MUSC,MUSC407,Vocal Coaching
MATH,MATH535,General Topology
TE,TE398,Special Topics II
SE,SE101,Engineering Graphics & Design
GER,GER582,Theories of German Lang Tchg
CI,CI467,Principles in Teaching Literature to Children and Youth
STAT,STAT447,Data Science Programming Methods
VCM,VCM682,Wildlife Medicine
CHBE,CHBE474,Metabolic Engineering
FR,FR421,Techniques in Translation II
ADV,ADV283,Advertising and Brand Strategy
ECE,ECE391,Computer Systems Engineering
NRES,NRES351,Introduction to Environmental Chemistry
ATMS,ATMS511,Atmospheric Radiation
CS,CS539,Distributed Algorithms
CLE,CLE650,Neurology Clerkship
GEOL,GEOL598,Capstone Research Project
CWL,CWL389,French & Comparative Cinema II
GLBL,GLBL499,Special Topics
MCB,MCB492,Senior Thesis
NS,NS303,Leadership and Management
HNDI,HNDI406,Advanced Hindi II
EPSY,EPSY573,Methods of Educational Inquiry
VCM,VCM588,Advances in Vet Dermatology
ANTH,ANTH108,Religion & Society in West I
ARCH,ARCH402,Introduction to the History of Architectural Theory
ARTE,ARTE202,Facilitating the Art Experience
SPAN,SPAN332,Spanish and Entrepreneurship
MDVL,MDVL346,The Age of the Renaissance
ESE,ESE360,Environmental Writing
DANC,DANC232,Repertory Company
TAM,TAM252,Solid Mechanics Design
MUSC,MUSC453,Saxophone Ensemble
AFRO,AFRO504,Black Women's Studies
TAM,TAM500,Seminar
ARCH,ARCH300,Ind Studies in Urban Design
EPSY,EPSY471,Intro to Evaluation Methods
ARTS,ARTS456,Advanced Sculpture
IB,IB150,Organismal & Evolutionary Biol
SOC,SOC564,Global Religion and Politics
CS,CS107,Data Science Discovery
CWL,CWL324,Dostoevsky
MATH,MATH555,Nonlinear Analysis and Partial Differential Equations
MBA,MBA563,Data Toolkit: Business Data Modeling & Predictive Analytics
CLE,CLE719,Inpatient Cardiology
AGED,AGED400,Foundations of Ag & Extn Ed
PS,PS340,Politics in Intl Development
EPOL,EPOL557,Education and Stratification
CEE,CEE310,Transportation Engineering
ECE,ECE563,Information Theory
ABE,ABE466,Engineering Off-Road Vehicles
EPSY,EPSY395,Independent Study
MACS,MACS389,International Communications
FR,FR501,Reading French Grads
PHYS,PHYS495,Where the Arts Meets Physics
EPS,EPS426,Comparative Education
CLE,CLE685,Anesthesiology Sub-Internship
CEE,CEE557,Groundwater Modeling
FIN,FIN435,Personal Wealth Management
ANSC,ANSC309,Meat Production and Marketing
DANC,DANC531,MFA Prof Practice Seminar
CI,CI465,Language Literacy in Early Childhood Education I
IB,IB483,Insect Pathology
PS,PS303,The US Congress
LAS,LAS201,Design Your Illinois
GC,GC499,Graduate College Study Abroad
PORT,PORT559,Sem Romance Ling
PS,PS343,Gov & Pol of China
ITAL,ITAL490,Italian Critical Theory
TRST,TRST419,Techniques in Translation I
CMN,CMN437,Comm in Personal Relationships
HIST,HIST143,Modern Europe and the World - ACP
MSE,MSE201,Phases and Phase Relations
ECON,ECON483,Econ of Innovation and Tech
ATMS,ATMS505,Weather Systems
MACS,MACS499,Senior Project
CLE,CLE680,Family Medicine Continuity Clinic
RST,RST407,Sport Analytics: Data-Driven Decision Making
CPSC,CPSC116,The Global Food Production Web
ANTH,ANTH404,"Disability, Culture & Society"
HIST,HIST335,Middle East 1566-1914
ACE,ACE592,Special Topics
JS,JS501,Grad Intro to Jewish Culture
DANC,DANC459,Contact Improv Act/Mus/Dan II
AE,AE484,"UAV Performance, Design, and Fabrication"
MUS,MUS520,Soc Theory in Ethnomusicology
VM,VM609,Medicine and Surgery I
SE,SE423,Mechatronics
FSHN,FSHN462,Food Processing II
HIST,HIST466,The Balkans
ANSC,ANSC420,Ruminant Nutrition
MUSC,MUSC471,LTI Special Projects
LING,LING520,Acoustic Phonetics
UP,UP456,Sustainable Planning Workshop
BCOG,BCOG458,Advances in Brain and Cognitive Science
STAT,STAT484,Ethical Practice of Statistics
AE,AE497,Independent Study
BIOP,BIOP419,"Brain, Behavior & Info Process"
CW,CW563,Special Topics
ME,ME400,Energy Conversion Systems
IS,IS591,Practicum
KIN,KIN443,Psychophysiology in Ex & Sport
CI,CI507,Prob Trends in Spec Fields
SOC,SOC180,Stress and Health in African American Communities
CSE,CSE512,Parallel Numerical Algorithms
IB,IB484,Paleoclimatology
MUS,MUS575,Jazz Arranging IV
IS,IS589,Independent Study
ACCY,ACCY410,Advanced Financial Reporting
NPRE,NPRE421,Plasma and Fusion Science
PATH,PATH474,Principles of Epidemiology
SHS,SHS510,Advanced Seminar in Stuttering
CEE,CEE527,Constr Conflict Resolution
IS,IS499,Topics in Web Design & Development
AAS,AAS105,Introduction to Arab American Studies
MATH,MATH418,Intro to Abstract Algebra II
AFST,AFST560,African Diaspora Seminar
BSE,BSE645,Synthesis & Summary
NRES,NRES586,Soil Organic Matter
ANSC,ANSC510,Science of Animal Well-Being
ANSC,ANSC100,Intro to Animal Sciences
TE,TE460,Lectures in Engineering Entrepreneurship
RUSS,RUSS444,Problems in Romanticism
HRD,HRD585,Program Evaluation
VM,VM607,Pathobiology II
EPSY,EPSY505,"Data, Evidence, & Decisions"
CMN,CMN505,Provider-Patient Communication
LA,LA346,Professional Practice
CLE,CLE738,Reproductive Medicine
ACCY,ACCY562,Tax Procedures
BADM,BADM303,Principles of Public Policy
GLBL,GLBL225,Career Development:Internships
HIST,HIST488,The American Political Divide
EIL,EIL587,Seminar in Second Lang Studies
NUTR,NUTR500,Nutritional Sciences Seminar
CS,CS514,Advanced Topics in Network Science
GWS,GWS245,"Wives, Workers and Witches in Pre-Modern Europe"
GSD,GSD411,Interactive Fiction with Twine
MFST,MFST401,Experiential Learning Review and Reflection
MUS,MUS171,Grp Instr Pno NonMus Maj II
ARTF,ARTF201,Issues in Visual Communication
THEA,THEA263,Intro African American Theat
LLS,LLS433,Found of Bilingual Educ
EPOL,EPOL482,Designing and Evaluating eLearning Systems
IS,IS249,BSIS Practicum
HIST,HIST526,Problems in Japanese History
GER,GER493,German Cinema I
AFRO,AFRO212,Intro African American Theat
LA,LA466,Energy & the Built Environment
SAME,SAME564,Global Religion and Politics
BIOP,BIOP595,Biophysics Seminars
MUS,MUS510,History of Music Theory
SOCW,SOCW585,National Social Welfare Policy
LAS,LAS101,Freshman Seminar
BSE,BSE711,"Climate Change, Planetary Health and Sustainability"
ARTH,ARTH431,Topics: Northern Art 1300-1500
SPAN,SPAN468,20th-21stC Span Am Studies
FR,FR195,French Intellectual Tradition
HRD,HRD532,Strategic HRD
CS,CS357,Numerical Methods I
EPOL,EPOL402,Asian American Education
CWL,CWL215,"Madness, Myth, and Murder"
SOCW,SOCW510,"Theories of Diversity, Inequality, and Social Change"
ARCH,ARCH563,Human-centric Research for Designed Environments
LAS,LAS100,Success in LAS for International Students
EPS,EPS427,Philosophy of Middle School
GLBL,GLBL520,Institutions of Global Governance
HORT,HORT466,Growth and Dev of Hort Crops
MUS,MUS468,Lyric Studio
REL,REL493,Honors Senior Thesis
BTW,BTW250,Principles Bus Comm
TRST,TRST430,Chinese Poetry and Translation
LING,LING225,"Language, Mind, and Brain"
MATH,MATH442,Intro Partial Diff Equations
IB,IB453,Community Ecology
ARTJ,ARTJ591,Graduate Independent Project in Japanese Aesthetics
MCB,MCB292,Experiential Learning in MCB
SPAN,SPAN246,Gender & Sexuality in Latina/o Literature
CWL,CWL189,Lit of Asia & Africa I
CHLH,CHLH441,Health Behavior and Technology
AGED,AGED300,Training and Development
CEE,CEE460,Steel Structures I
FAA,FAA102,Design Beyond Boundaries
SPAN,SPAN254,Approaches to Culture
SPED,SPED545,Transition and Vocational Planning
CLE,CLE697,Current Concepts in Obesity and Metabolic Syndrome
LAS,LAS110,Workshop-Tutorial
KIN,KIN262,"Motor Develop, Growth & Form"
GGIS,GGIS468,Biological Modeling
LING,LING507,Formal Semantics I
MCB,MCB462,Integrative Neuroscience
REES,REES599,Thesis Research
AE,AE542,Aerospace Syst Engineering I
PSYC,PSYC358,Human Factors
VCM,VCM686,ZooMed: What is Your Diagnosis
UP,UP535,Local Policy & Immigration
CHLH,CHLH457,Health Planning
STAT,STAT390,Individual Study
BSE,BSE635,Musculoskeletal and Integumentary System
EPOL,EPOL538,Supervision of Learning Environments
SCAN,SCAN103,Intermediate Scandinavian I
MUS,MUS268,Wind Symphony
HRD,HRD590,Seminar for Advanced Students
KIN,KIN470,Exercise Endocrinology
ARCH,ARCH164,Architecture as a Second Language
CS,CS548,Models of Cognitive Processes
GLBL,GLBL357,Ethnic Conflict
DANC,DANC497,BA Capstone Project
ACE,ACE293,Off-Campus Internship
GWS,GWS370,Queer Theory
CWL,CWL581,Seminar Lit Themes
REHB,REHB419,Counseling Psychology Pre-Practicum
AE,AE527,Multi-Scale Modeling of Materials
HORT,HORT180,Medicinal Plants and Herbology
NPRE,NPRE526,Plasma-Material Interactions
TSM,TSM425,Managing Ag Safety Risk
JOUR,JOUR500,Current Issues in Journalism
PHIL,PHIL471,Contemporary Phil of Science
PS,PS531,Quant Pol Analysis II
CS,CS534,Advanced Topics in Computer Architecture
EPSY,EPSY588,Covar Struct and Factor Models
AFST,AFST338,Egypt Since World War I
PHIL,PHIL380,Current Controversies
ARTH,ARTH391,Individual Art History Topics
PHYS,PHYS583,Advanced Field Theory
PORT,PORT401,Intensive Intermediate Portuguese
MBA,MBA549,Multiculturalism in Management and the Marketplace
RST,RST553,Advanced Leisure Research Methods
IS,IS588,Data Consulting Capstone
JAPN,JAPN409,Social Science Rdgs Japanese
ACE,ACE406,Environmental Law
MSE,MSE420,Ceramic Materials & Properties
IS,IS582,Advanced Topics in Librarianship
ECON,ECON472,Financial Econometrics
EURO,EURO415,Europe and the Mediterranean
THEA,THEA461,Introduction to Media Design
SOC,SOC587,Adv Social Statistics II
CS,CS418,Interactive Computer Graphics
GWS,GWS418,Devising Social Issues Theatre
RST,RST346,Case Study: Endless Summer
ECON,ECON585,Topics in International Econ
EOL,EOL440,Prof Issues for Teachers
CWL,CWL241,Early Masterpieces of Western Culture
BADM,BADM350,IT for Networked Organizations
PSYC,PSYC432,Genes and Behavior
IS,IS305,Programming for Information Problems II
REL,REL504,Genesis in History
VCM,VCM584,Current Concepts Comp Surgery
ARTD,ARTD502,Industrial Design II: From Ideation to Implementation
RST,RST120,"Parks, Recreation, and Environments"
CHLH,CHLH585,Community Health Internship
MUS,MUS244,Social Foundations of Music Ed
POL,POL101,Elementary Polish I
EPS,EPS506,Ubiquitous Learning
BADM,BADM380,International Business
EALC,EALC288,Contemporary East Asia
HEBR,HEBR202,Elementary Modern Hebrew II
CEE,CEE497,Independent Study
CI,CI568,Contemporary Classics in Children's Literature
GEOL,GEOL484,Paleoclimatology
CWL,CWL471,International Lit Relations
SPAN,SPAN465,20th-21stC Spanish Studies
CHLH,CHLH579,Cultural Competence in Public Health
GRK,GRK201,Classical & Koine Greek I
BUS,BUS302,Principles of Professional Responsibility
ENVS,ENVS510,Adv Natural Resource Economics
REL,REL340,Love & Sex in Hebrew Lit
ECON,ECON555,Topics in Microeconomics I
PSYC,PSYC290,Research Experience in Psych
MACS,MACS264,Creative and Information Economies
PATH,PATH433,Virology & Viral Pathogenesis
MBA,MBA520,Corporate and Global Strategy
BADM,BADM566,Supply Chain Management
CHEM,CHEM437,Organic Chemistry Lab
MUSC,MUSC529,Graduate Level Tuba
STAT,STAT545,Spatial Statistics
TRST,TRST403,German-English Translation: Theory & Practice
MUSC,MUSC435,Jazz Piano
ECE,ECE350,Fields and Waves II
AFST,AFST242,Elementary Wolof II
CLE,CLE790,Advanced Focus in Clinical Pathology
AE,AE419,Aircraft Flight Mechanics
VM,VM610,Medicine and Surgery II
ARTH,ARTH113,Introduction to African Art
CB,CB514,Neurotoxicology
MACS,MACS166,Contemporary Media Literacy
NPRE,NPRE429,Plasma Engineering
PSM,PSM502,PSM Industry Seminar II
HIST,HIST367,History of Western Medicine
MACS,MACS423,Language Acquisition
UP,UP547,Regional Planning and Policy
AFAS,AFAS112,Heritage and Values of the United States Air Force II
ANTH,ANTH518,Language in Culture II
TSM,TSM233,Metallurgy & Welding Process
ACES,ACES101,Contemporary Issues in ACES
AFRO,AFRO482,Immersion Journalism
CHBE,CHBE565,CHBE Seminar
GGIS,GGIS370,"Water Planet, Water Crisis"
BCS,BCS201,Second Year Bosnian-Croatian-Serbian I
ECON,ECON447,Economics of the Workplace
REL,REL291,Hinduism in the United States
VM,VM626,The Basics of Business
MSE,MSE421,Ceramic Processing
SOCW,SOCW562,Special Studies in Soc Work II
CMN,CMN415,Classical Rhetorics
FIN,FIN444,Urban Real Estate Valuation
ARTS,ARTS265,Photography II
CHLH,CHLH125,Orientation KIN & Comm Health
BIOP,BIOP581,Lab Rotation I
EPOL,EPOL471,Business Principles for Human Resource Development
TE,TE497,Independent Study
NUTR,NUTR530,Childhood Obesity I
CLCV,CLCV224,American Race and Ethnicity in the Classical Tradition
EPOL,EPOL250,Experiences of US Minorities in Public Schools
ANTH,ANTH503,Seminar on States & Governance
IE,IE514,"Optimization Methods for Large-Scale, Network-Based Systems"
MUS,MUS492,Saxophone
EALC,EALC412,Mod Chinese Lit in Translation
AIS,AIS343,Criminalization and Punishment
SPED,SPED117,The Culture of Disability
